n_distributor_id,dist_name,tagdt,dispatch_dtime,first_cutoff,second_cutoff,cutoff,acno,c_name,amount
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:41:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8838,GANESH MEDICAL STORE MUNGELI,785.7
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8489,ESHWAR MEDICAL STORE,280.4
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8505,RAJ MEDICAL HALL,201.35
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8019,GUPTA MEDICAL STORE,35.94
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8089,RAJA MEDICAL GANERAL STORE,522.4
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8137,KHANDELWAL MEDICAL,1063.08
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8077,SHRI RAM MEDICAL,89.56
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8395,OM PHARMACY,184.85
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8016,SAHU MEDICAL STORE,1524.82
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8041,SHRI GANESH MEDICAL STORE,175.81
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8984,MANISH MEDICAL STORE MASTURI,1184.87
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8232,PRATIBHA PHARMACY,469.21
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8732,DEEPAK MEDICAL STORE,1382.68
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8219,SUNITA MEDICAL STORE,210.63
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8053,RADHE MEDICAL,1124.04
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8473,BENGAL MEDICAL STORE,2426.82
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8048,MAA SHARDA MEDICAL,1307.95
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8296,SUDHANSU MEDICAL,802.36
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8416,LAKSHYA MEDICAL STORE,784.53
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8644,PARAG MEDICOSE,2274.15
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8768,USHA MEDICAL,1408.65
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8012,MAAN MEDICAL,166.9
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 09:43:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8076,RK PARMACY,1073.68
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 10:33:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6760,SHREE MEDICAL STORE (GODHI),545.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7259,"VARMA MEDICALS DISTRIBUTOR, PUDUCHERY",7184.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7305,"KALINGA PHARMATECH, BHUBANESHWAR",11002.42
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8483,E C AGENCIES GOA,4990.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7188,EASTERN AGENCIES HEALTHCARE PRIVATE LIMITED,430.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8763,"D.C. AGENCIES, GHAZIPUR",860.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7329,VPI MEDISALES PRIVATE LIMITED,1534.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7306,AVIGHNA MEDICARE PRIVATE LIMITED,6010.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7253,MUTHU PHARMA PRIVATE LIMITED,5256.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7330,AKP HEALTHCARE PRIVATE LIMITED,3210.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8501,SRI ALAGU PHARMA COIMBATORE,3928.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6969,ASHIRWAD CHEMIST,571.36
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:02:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7257,ARYAN WELLNESS PRIVATE LIMITED (C3NF@) AWC,785.5
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6969,ASHIRWAD CHEMIST,31.23
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:13:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7196,SINHA MEDICAL STORE PATAN,449.79
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6829,"LAXMI MEDICAL CHEMIST, MAHAVIR NAGAR",620.56
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7142,SUKTEL MEDICAL STORES,639.96
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8398,SHRI RAM MEDICAL (FUNDHAR),1012.23
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8764,AMAN MEDICAL AND OPTICALS,1382.4
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8560,SHIV SHAKTI MEDICAL (AMILDIH),257.13
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8770,SAI CARE MEDICAL STORE,86.83
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6839,M/S DISCOUNT MEDICOSE,326.94
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7354,MAHALAXMI MEDICAL STORE (NAVAGAON),1575.14
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6862,ANAND MEDICAL STORE (UPARWARA),614.63
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6859,VINAYAK MEDICAL & GENERAL STORE,597.73
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:28:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6871,RAJDHANI MEDICAL (NEW RAJENDRA NAGAR),2901.28
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:46:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,7289,ARVIND MEDICAL STORES,300.92
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:46:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6513,VIDHI MEDICAL STORE (MATHPURENA),643.89
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:46:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6856,MAA BAGDAI MEDICAL STORE & GENERAL STORE,375.71
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:46:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6812,PATEL MEDICAL  STORE KANDUL,369.16
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:46:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,8690,AROGYA MEDICOSE,3825.57
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:46:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6751,GURUKRIPA MEDICAL STORES,466.41
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 11:46:00,2022-07-07 12:00:00,2022-07-07 16:30:00,F,6610,ANUGRAH MEDICAL STORE,766.38
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:21:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6337,SANJEEVNI MEDICAL STORE,1186.61
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:21:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6887,SHREE KRISHNA MEDICOSE TELIBANDHA,878.9
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:21:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8335,SHREE MEDICAL STORE (PANDRI ),455.01
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:21:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8446,GURUKRIP MEDICAL STORE (AVANTI VIHAR),263.12
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:21:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7071,RIO MEDICOSE,312.88
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:21:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8750,SHREYA HEALTHCARE MEDI & SURGICAL,167.09
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:21:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8869,M/S SATGURU MEDICAL STORE,3106.42
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:21:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8597,SHRI SHYAM MEDICAL & GENERAL STORE,545.37
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6811,AMBEY MEDICAL STORES DAGANIYA,221.12
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6452,PRAKASH MEDICAL STORE (SUNDAR NAGAR),7358.23
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7037,OM SAI MEDICAL & GEN STORE,422.17
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6845,SHREE RAM MEDICAL STORE (BHATAGAON),709.65
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7049,APOLLO PHARMACY (ROHANIPURAM),740.48
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8421,GOYAL MEDICOSE,434.23
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6546,MAA LAXMI MEDICAL STORE (PRF COLONY ),1309.24
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8692,CHANDRAKAR MEDICAL STORE,808.68
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6850,SHREE RAJIV LOCHAN MEDICOSE,2517.29
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6309,SAPHAL MEDICAL STORES,2958.58
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8601,DAKSH MEDICAL STORE (RAIPURA),226.84
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6810,VIDYA PHARMACY & GENERAL STORE,976.86
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6355,"SURYA MEDICAL, MATHPURENA",116.35
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 12:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6929,LAHARI MEDICOSE,319.26
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:05:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6363,RAJIV MEDICAL STORE,881.21
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7316,JANTA MEDICAL STORE,356.66
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6710,MAHADEV MEDICAL STORE (MANDIR HASOD),493.49
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6943,LAXMI MEDICAL STORE CHANDKHURI,988.5
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7314,S.KAMAL MEDICAL STORE,2376.35
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6560,"GAUTAM MEDICAL, SERIKHEDI",347.78
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6559,SHREE BHAGWATI MEDICAL,709.33
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6722,M/S LAXMI HELATH CARE MEDICAL AND SURGICAL,4288.82
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6953,KHUSHI MEDICAL STORE (TEKARI BHANSOJ),641.01
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6956,SADGURU MEDICAL STORE,286.73
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6721,GURUKRIPA MEDICAL STORE GODHI,298.23
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7157,LAXMI MEDICAL ( FARFOUD),1447.92
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7294,SHREE VINAYAK MEDICAL STORE (CHANDKHURI),912.16
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:10:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7122,SAI MEDICAL STORE TEKARI,452.58
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:22:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7137,DRISHTI MEDICAL STORE,111.75
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:22:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6870,OM MEDICAL STORE (HIRAPUR),893.5
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:22:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6843,DHANVANTARI MEDICAL & GENERAL STORE,214.79
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:22:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6689,JAI LAXMI MEDICAL & GENERAL STORE,630.14
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:22:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6867,SHUBH MEDICOSE & GENERAL STORES,968.21
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:22:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8660,SHUBH MEDICAL STORE (EKTA CHOWK),205.33
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:22:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6888,SACHIES MEDICAL STORE,252.25
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:22:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6951,BALAJI MEDICAL STORE (DEVENDRA NAGAR),146.71
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:25:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6411,RPR LOTUS PHARMACY PVT. LTD.,392.85
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:25:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7262,MAA LAXMI MEDICAL (GUDHIYARI),274.98
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:25:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8578,M/S MAHIRA MEDICAL,2916.57
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:25:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6427,MAA LAXMI MEDICAL STORE LALITA CHOWK,1750.88
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:25:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8407,M/S JAI HIND MEDICAL,853.68
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:25:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6451,RAJ MEDICAL STORE,300.55
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8622,RAAZ MEDICAL (KUMHARI),2508.47
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8559,SANJIVANI MEDICAL (KUMHARI),168.04
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6644,SHREE MEDICAL STORE (KUMHARI ),778.44
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6619,GURU GHASHIDAS MEDICAL STORE,570.66
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6630,VIPUL MEDICAL STORE,1201.63
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6633,SITA DEVI HEALTH CARE,1155.08
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6656,SHRI RAM MEDICAL STORE (MURMUNDA),1243.69
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6635,MAHAMAYA  MEDICAL STORE (KUMHARI),1915.04
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:36:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7302,PRINCY MEDICAL (CHARODA),572.64
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7348,CHANDRAKAR  MED STO,1933.65
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6318,LAXMI MEDICAL STORE,2453.04
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6550,MAHAK MEDICAL STORE (AMLESHWAR ),1963.58
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,7191,LAXMI MEDICAL STORES RANITARI,1261.67
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6875,KARMA MEDICAL (TARRA PATAN),615.38
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6580,SHIV MEDICAL STORE RANITARAI,2695.15
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 13:56:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6857,TRP MEDICAL & GENERAL STORE,719.38
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8794,JAIN MEDICAL STORE,599.36
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6789,LAXMI MEDICAL AMLIDIH,560.0
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8792,SHINGH MEDICAL STORE,505.18
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8842,AADARSH MEDICAL STORE MUNGELI,1054.92
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6827,GURUKRIPA MEDICAL STORE (MAHAVIR NAGAR),1287.63
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,6540,LAXMI MEDICAL SHOP TELIBANDHA,372.71
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8846,LAXMI MEDICOSE MUNGELI,172.45
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8838,GANESH MEDICAL STORE MUNGELI,782.58
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8787,KOTHARI MEDICAL STORE,543.88
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:03:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8820,NAGESHWAR MEDICAL STORE MUNGELI,1353.34
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:06:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8045,SATYA MEDICOS,961.03
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:06:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8831,GUPTA MEDICAL STORE MASTURI,139.38
33794,Ashirwad Distributors - Raipur,2022-07-07,2022-07-07 14:06:00,2022-07-07 12:00:00,2022-07-07 16:30:00,S,8649,SANSKRITI MEDICO,1040.95
