Date,Department,Dist,KPI,MIS Dept,Daily Actual Value,Ideal Avg Salary,Ideal Cost,Ideal Head Count,Ideal KPIS,Monthly Actual Value
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Mayapuri,Godown to Store Line Items,"Audit & Refilling,Inward",1236.307692308,14000.0,173083.076922,12.363076923,100.0,32144.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Mayapuri - Vaccines,Godown to Store Line Items,"Audit & Refilling,Inward",0.269230769,14000.0,37.692312,0.002692308,100.0,7.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Medicos,Godown to Store Line Items,"Audit & Refilling,Inward",243.115384615,14000.0,34036.153844,2.431153846,100.0,6321.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Muthu-MW,Godown to Store Line Items,"Audit & Refilling,Inward",1423.923076923,14000.0,199349.23076600002,14.239230769,100.0,37022.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Patpadganj,Godown to Store Line Items,"Audit & Refilling,Inward",602.884615385,14000.0,84403.846156,6.028846154,100.0,15675.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Patpadganj - Vaccines,Godown to Store Line Items,"Audit & Refilling,Inward",4.0,14000.0,560.0,0.04,100.0,104.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Pharmeasy Wholesale - Varanasi,Godown to Store Line Items,"Audit & Refilling,Inward",104.807692308,14000.0,14673.076922,1.048076923,100.0,2725.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Sachdeva Jhansi,Godown to Store Line Items,"Audit & Refilling,Inward",43.192307692,14000.0,6046.923078,0.431923077,100.0,1123.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Sachdeva Medicals,Godown to Store Line Items,"Audit & Refilling,Inward",547.461538462,14000.0,76644.61538999999,5.474615385,100.0,14234.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Sachdeva Prayagraj,Godown to Store Line Items,"Audit & Refilling,Inward",99.153846154,14000.0,13881.538467999999,0.991538462,100.0,2578.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Simba,Godown to Store Line Items,"Audit & Refilling,Inward",2582.961538462,14000.0,361614.61539,25.829615385,100.0,67157.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Sri Alagu Pharma,Godown to Store Line Items,"Audit & Refilling,Inward",376.692307692,14000.0,52736.923078,3.766923077,100.0,9794.0
2022-11-01,"Audit & Refilling,Inward-Refilling,Godown to Store",Varma Medicals,Godown to Store Line Items,"Audit & Refilling,Inward",402.538461538,14000.0,56355.38461,4.025384615,100.0,10466.0
2022-11-01,Audit & Refilling-Audit,7 Star,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,AK Pharma - Belgaum,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Aarogyadhan,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Aarogyadhan - Jodhpur,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Aarogyadhan - Kota,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Aayush Pharma - Guwahati,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ahilya Pharmatech - Gwalior,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Aryan - Branch,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Aryan Wellness,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ashirwad Distributors - Ahmedabad,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ashirwad Distributors - Bilaspur,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ashirwad Distributors - Nagpur,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ashirwad Distributors - Raipur,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ashirwad Distributors - Rajkot,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ashirwad Distributors - Surat,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Aspire Pharma - Jammu,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Avighna Bangalore - Generics,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Avighna Delhi,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Balaji Pharmatech - Vijaywada,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Balaji Pharmatech - Vizag,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Bhoj Pharmatech,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,DCA - Indore,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,DCA - Patna,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,DRK Enterprises,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Desai,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Desai Dawabazaar,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,EC Agencies Goa,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Eastern,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ekdanta Pharmatech,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ekdanta Pharmatech - Aurangabad,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ekdanta Pharmatech - Nashik,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Ekdanta Pharmatech - Sangli,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,J P Enterprises,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Kalinga Pharmatech,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Kamal Health Distributors,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Mayapuri,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Mayapuri - Vaccines,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Medicos,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Muthu-MW,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Patpadganj,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Patpadganj - Vaccines,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Pearl-MW,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Pharmeasy Wholesale - Varanasi,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Rau-MW,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Reenav Logistics,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Reenav Super Speciality,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Sachdeva Jhansi,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Sachdeva Medicals,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Sachdeva Prayagraj,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Shell-MW,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Shreeji Distributors - Hyderabad,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Simba,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Soham Pharma,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Som Pharma,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Sri Alagu Pharma,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Varma Medicals,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Audit,Venkatesha,Items,Audit & Refilling,100.0,14000.0,39999.999998,2.857142857,35.0,2600.0
2022-11-01,Audit & Refilling-Lead,7 Star,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,AK Pharma - Belgaum,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Aarogyadhan,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Aarogyadhan - Jodhpur,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Aarogyadhan - Kota,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Aayush Pharma - Guwahati,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ahilya Pharmatech - Gwalior,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Aryan - Branch,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Aryan Wellness,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ashirwad Distributors - Ahmedabad,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ashirwad Distributors - Bilaspur,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ashirwad Distributors - Nagpur,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ashirwad Distributors - Raipur,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ashirwad Distributors - Rajkot,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ashirwad Distributors - Surat,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Aspire Pharma - Jammu,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Avighna Bangalore - Generics,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Avighna Delhi,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Balaji Pharmatech - Vijaywada,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Balaji Pharmatech - Vizag,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Bhoj Pharmatech,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,DCA - Indore,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,DCA - Patna,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,DRK Enterprises,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Desai,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Desai Dawabazaar,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,EC Agencies Goa,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Eastern,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ekdanta Pharmatech,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ekdanta Pharmatech - Aurangabad,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ekdanta Pharmatech - Nashik,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Ekdanta Pharmatech - Sangli,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,J P Enterprises,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Kalinga Pharmatech,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Kamal Health Distributors,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Mayapuri,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Mayapuri - Vaccines,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Medicos,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Muthu-MW,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Patpadganj,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Patpadganj - Vaccines,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Pearl-MW,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Pharmeasy Wholesale - Varanasi,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Rau-MW,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Reenav Logistics,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Reenav Super Speciality,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Sachdeva Jhansi,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Sachdeva Medicals,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Sachdeva Prayagraj,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Shell-MW,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Shreeji Distributors - Hyderabad,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Simba,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Soham Pharma,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Som Pharma,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Sri Alagu Pharma,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Varma Medicals,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Audit & Refilling-Lead,Venkatesha,Audit & Refilling-Lead - Not required,Audit & Refilling,0.0,15000.0,0.0,0.0,1.0,0.0
2022-11-01,Checking-Checking & Packing,2 to 8 Vaccines - Aryan,Picklist Qty,Checking,116.615384615,14000.0,453.504268,0.032393162,3600.0,3032.0
2022-11-01,Checking-Checking & Packing,AK Pharma - Belgaum,Picklist Qty,Checking,687.192307692,14000.0,37672.414528,2.690886752,3600.0,17867.0
2022-11-01,Checking-Checking & Packing,Aayush Pharma - Guwahati,Picklist Qty,Checking,465.192307692,14000.0,21059.08119,1.504220085,3600.0,12095.0
2022-11-01,Checking-Checking & Packing,Aryan - Branch,Picklist Qty,Checking,23.576923077,14000.0,91.68803,0.006549145,3600.0,613.0
2022-11-01,Checking-Checking & Packing,Aryan Wellness,Picklist Qty,Checking,18582.269230769,14000.0,796764.3803419999,56.911741453,3600.0,483139.0
2022-11-01,Checking-Checking & Packing,Ashirwad Distributors - Ahmedabad,Picklist Qty,Checking,1068.730769231,14000.0,19906.175212,1.4218696579999999,3600.0,27787.0
2022-11-01,Checking-Checking & Packing,Ashirwad Distributors - Nagpur,Picklist Qty,Checking,3603.576923077,14000.0,52513.910260000004,3.75099359,3600.0,93693.0
2022-11-01,Checking-Checking & Packing,Ashirwad Distributors - Raipur,Picklist Qty,Checking,1989.346153846,14000.0,46236.346156,3.3025961539999997,3600.0,51723.0
2022-11-01,Checking-Checking & Packing,Ashirwad Distributors - Rajkot,Picklist Qty,Checking,9262.538461538,14000.0,36020.9829,2.57292735,3600.0,240826.0
2022-11-01,Checking-Checking & Packing,Ashirwad Distributors - Surat,Picklist Qty,Checking,6676.384615385,14000.0,43463.717948,3.104551282,3600.0,173586.0
2022-11-01,Checking-Checking & Packing,Aspire Pharma - Jammu,Picklist Qty,Checking,220.384615385,14000.0,857.051286,0.061217949,3600.0,5730.0
2022-11-01,Checking-Checking & Packing,Avighna Bangalore - Generics,Picklist Qty,Checking,29694.692307692,14000.0,115479.358974,8.248525641,3600.0,772062.0
2022-11-01,Checking-Checking & Packing,Avighna Delhi,Picklist Qty,Checking,11458.653846154,14000.0,44561.431628,3.182959402,3600.0,297925.0
2022-11-01,Checking-Checking & Packing,Balaji Pharmatech - Vizag,Picklist Qty,Checking,971.423076923,14000.0,19527.756416,1.394839744,3600.0,25257.0
2022-11-01,Checking-Checking & Packing,DCA - Indore,Picklist Qty,Checking,2796.807692308,14000.0,31876.474363999998,2.276891026,3600.0,72717.0
2022-11-01,Checking-Checking & Packing,DCA - Patna,Picklist Qty,Checking,1708.538461538,14000.0,29394.316237999996,2.099594017,3600.0,44422.0
2022-11-01,Checking-Checking & Packing,DRK Enterprises,Picklist Qty,Checking,659.615384615,14000.0,44565.170944,3.183226496,3600.0,17150.0
2022-11-01,Checking-Checking & Packing,Desai,Picklist Qty,Checking,13857.807692308,14000.0,255141.474364,18.224391026,3600.0,360303.0
2022-11-01,Checking-Checking & Packing,EC Agencies Goa,Picklist Qty,Checking,1918.5,14000.0,28460.833337999997,2.032916667,3600.0,49881.0
