unit_name,month,Total Salary--Admin--ADMIN,Total Salary--Admin--Admin,Total Salary--Admin--Driver,Total Salary--Admin--HOUSEKEEPING,Total Salary--Admin--Housekeeping,Total Salary--Admin--Maintenance,Total Salary--Admin--Security,Total Salary--Admin--Support,Total Salary--Audit & Refilling--Audit,Total Salary--Audit & Refilling--Audit & Refilling,Total Salary--Audit & Refilling--Lead,Total Salary--Audit & Refilling--Refilling,Total Salary--CHECKING--Support,Total Salary--Checking--Checking & Packing,Total Salary--Checking--Checking & packing,Total Salary--Checking--Lead,Total Salary--Checking--Modification,Total Salary--Checking--Support,Total Salary--Data Analyst--Data Analyst,Total Salary--Data Analyst--Data analyst,Total Salary--Data analyst--Data Analyst,Total Salary--Data analyst--Data analyst,Total Salary--Delivery--Delivery,Total Salary--Delivery--Delivery Boy,Total Salary--Delivery--Delivery Supervisor,Total Salary--Delivery--Delivery boy,Total Salary--Dispatch--Lead,Total Salary--Dispatch--Sorting,Total Salary--Dispatch--Support,Total Salary--Dispatch--System Operator,Total Salary--Dispatch--System operator,Total Salary--Dispatch--lead,Total Salary--Expiry--Expiry,Total Salary--Expiry--Lead,Total Salary--Expiry--lead,Total Salary--Finance & Accounts--Finance & Accounts,Total Salary--Finance & Accounts--Lead,Total Salary--Finance & Accounts--Payeables,Total Salary--Finance & Accounts--RECEIVABLES,Total Salary--Finance & Accounts--Receivable,Total Salary--Finance & Accounts--Receivables,Total Salary--Finance & Accounts--Support,Total Salary--Finance & Accounts--receivables,Total Salary--HR--HR,Total Salary--IT --IT ,Total Salary--IT--IT,Total Salary--Inward--Gatepass Entry,Total Salary--Inward--Godown To Store,Total Salary--Inward--Godown to Store,Total Salary--Inward--Godown to store,Total Salary--Inward--Inward Checking,Total Salary--Inward--Inward checking,Total Salary--Inward--Lead,Total Salary--Inward--Loader,Total Salary--Inward--Overall,Total Salary--Inward--PURCHASE ENTRY,Total Salary--Inward--Purchase Entry,Total Salary--Inward--Purchase entry,Total Salary--Inward--System Operater,Total Salary--Inward--gatepass entry,Total Salary--Inward--lead,Total Salary--Inward--purchase entry,Total Salary--Overall Non - Ops--Lead,Total Salary--Overall Operation--Lead,Total Salary--Overall Operation--MIS,Total Salary--Overall Operation--Support,Total Salary--Overall Operation--lead,Total Salary--Overall Operation--support,Total Salary--PURCHASE--Lead,Total Salary--Purchase--Lead,Total Salary--Purchase--Purchase Entry,Total Salary--Purchase--Support,Total Salary--Purchase--lead,Total Salary--Purchase--support,Total Salary--SALES--Sales Executive,Total Salary--Sales Return--Sale return,Total Salary--Sales Return--Sales Return,Total Salary--Sales--BD,Total Salary--Sales--BD Special,Total Salary--Sales--BD Vaccines,Total Salary--Sales--COLLECTION,Total Salary--Sales--Call Center,Total Salary--Sales--Call Center ,Total Salary--Sales--Call Centre,Total Salary--Sales--Call centre,Total Salary--Sales--City Head,Total Salary--Sales--Collection,Total Salary--Sales--Collection ,Total Salary--Sales--Lead,Total Salary--Sales--Sales Executive,Total Salary--Sales--Sales executive,Total Salary--Sales--executive,Total Salary--Sales--lead,Total Salary--Sales--sales executive,Total Salary--Store--CHALLAN PRINTING,Total Salary--Store--Challan Printing,Total Salary--Store--Lead,Total Salary--Store--Modification,Total Salary--Store--PICKING,Total Salary--Store--Picking,Total Salary--Store--Support,Total Salary--Store--lead,Total Salary--Store--picking,Total Salary--store--Modification,Total Salary--store--Support
Aurangabad,2022-07-01,,,,,9000.0,,,,,,,,,28642.0,,,,,,,,,,,,,,10732.0,,,,,,,,,,,,,,,,,,,,,44757.0,,,,,,,,,,,,,,,,,,,,,,,15121.0,,,,,15121.0,164520.0,,,,,,66369.0,,,,,,,,,,,,15121.0,,,,40803.0,,,,,
Aurangabad,2022-08-01,,,,,9000.0,,,,,,,,,28642.0,,,,,,,,,,,,,,15121.0,,,,,,,,,,,,,,,,,,,,,40386.0,,,,,,,,,,,,,,,,,,,,,,,,,15121.0,,,15121.0,176368.0,,,,,,61735.0,,,,,,,,,,,,15121.0,,,,42163.0,,,,,
Aurangabad,2022-09-01,,,,,9000.0,,,,,,,20162.0,,14367.0,,,12097.0,,,,,,,,,,,15121.0,,,,,,,,,,,,,,,,,,,,,,66229.0,,,,,,,,,,,,,,,,,,,,,,,,,,,15121.0,172820.0,,,,,,17340.0,,,,,,,,,,,,15121.0,,,,41712.0,,,,,
Aurangabad,2022-10-01,,,,,9000.322580645161,,,,,,,15065.064516129032,,44520.25806451613,,,15065.064516129032,,,,,,,,,,,15553.064516129032,,,,,,,,,,,,,,,,,,,,,39241.12903225806,,,,,,,,,,,,,,,,,,,,,,,,,,,,15065.064516129032,177217.41935483873,,,,,,13658.0,,,,,,,,,,,,15065.064516129032,,,,50274.290322580644,,,,,
Aurangabad,2022-11-01,,,,,7500.0,,,,,,,14618.0,,42359.0,,,14113.0,,,,,,,,,,,15121.0,,,,,,,,,,,,,,,,,,,,,40139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,14618.0,140529.0,,,,,,15121.0,,,,,,,10000.0,,,,,15121.0,,,,51036.0,,,,,
Aushad,2022-04-01,,,,,9986.0,,,,,,,,,89543.0,,,,,,,,,,56742.0,,,,75138.0,,,,,,,,121704.0,,,,,11478.0,,,,,,,,12902.0,,27847.0,,23510.0,,,,,,,,,,,23000.0,,,,,,,,,,,,,,,,,,,,135454.0,,,,,,381308.0,,,,,,,17866.0,,,249379.0,,,,,
Aushad,2022-05-01,,,,,12550.333333333334,,,,,,,,,102451.0,,,,,,,,,,63883.66666666667,,,,96537.33333333333,,,,,,,,143586.0,,,,,18207.0,,,,,,,,13424.666666666666,,21924.0,,25771.0,,,,,,,,,,,26800.0,,,,,,,,,,,,,,,,,,,,180958.66666666666,,,,,,438520.6666666667,,,,,,,23296.333333333332,,,342378.6666666667,,,,,
Aushad,2022-06-01,,,,,11952.545,,,,,,,,,44907.0,,,,,,,,,,49861.5225,,,21474.2875,84245.545,,,,,,,,103708.97,17526.0075,15359.1275,,,19868.75,,,,,,,,,,,,,,,,35538.7625,,,,,,,80319.0,,,,,,,,30873.095,,,,,,363597.25,,,,,,74516.2,,,,,22450.0,,,,,,,,25800.0,,,356729.6125,,,,,
Aushad,2022-07-01,,,,,13147.28,,,,,,,,,43698.81,,,,,,,,,,78409.7675,,,21474.2875,84386.9875,,,,,,,,95734.3175,18181.645,18181.645,,,19868.75,,,,,,,,,,,,,,,,37292.7625,,,,,,,79995.0,,,,,,,,27785.572500000002,,,,,,343491.4325,,,,,,70850.45999999999,,,,,41802.5,,,,,,,,25800.0,,,389445.035,,,,,
Aushad,2022-08-01,,,,,13235.7825,,,,,,,,,32320.5775,,,,,,,,,,70584.9725,,,22260.02,90046.3075,,,,,,,,99134.81,20075.25,22205.3925,,,19868.75,,,,,,,,,,,,,,,,40143.6275,,,,,,,90423.0,,,,,,,,28540.989999999998,,,,,,418901.3375,,,,,,78559.61,,,,,43802.5,,,,,,,,25800.0,,,420525.4825,,,,,
Balasore,2022-04-01,,22800.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28001.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128666.88,,,,,,,,,,,,,,,
Balasore,2022-05-01,,24001.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28001.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189481.92,,,,,,,,,,,,,,,
Balasore,2022-06-01,,24041.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28041.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151514.84,,,,,,,,,,,,,,,
Balasore,2022-07-01,,24001.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28001.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176226.6,,,,,,,,,,,,,,,
Balasore,2022-08-01,,24001.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28001.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194000.6,,,,,,,,,,,,,,,
Balasore,2022-09-01,,24001.04,11000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28001.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194000.6,,,,,,,,,,,,,,,
Balasore,2022-10-01,,24001.04,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14000.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194000.6,,,,,,,,,,,,,,,
Balasore,2022-11-01,,24001.04,15000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14815.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194000.6,,,,,,,,,,,,,,
Belgam,2022-04-01,,,,,8000.0,,,,,,,,,25288.46153846154,,,,,,,,,,71923.07692307692,,,,16923.076923076926,,,,,,,,13105.76923076923,,,,,11307.692307692309,,,22596.30769230769,,,,,,,,,,9038.461538461539,,,8307.692307692307,,,,,,,50000.0,,24468.0,,,,,,,,,,,,,,,,,,53653.846153846156,,,,,,169533.98076923078,,,,,,9423.076923076924,,,,82192.30769230769,,,,,
Belgam,2022-05-01,,,,,8000.0,,,,,,,,,26711.53846153846,,,,,,,,,,76923.07692307692,,,,18076.923076923078,,,,,,,,13384.615384615387,,,,,11538.461538461539,,,20192.615384615387,,,,,,,,,,9038.461538461539,,,8307.692307692307,,,,,,,46153.846153846156,,24468.0,,,,,,,,,,,,,,,,,,50500.0,,,,,,156063.26923076925,,,,,,10000.0,,,,15923.076923076922,,,82153.84615384616,,
Belgam,2022-06-01,,,,,8000.0,,,,,,,,,26346.153846153844,,,,,,,,,,65192.307692307695,,,,25115.384615384613,,,,,,,,11990.384615384617,,,,,12000.0,,,25000.0,,,,,,,,,,,,,8307.692307692307,,,,,,,50000.0,,24468.0,,,,,,,,,,,,,,,,,,51403.846153846156,,,,,,140170.1923076923,,,,,,8269.23076923077,,,,16615.384615384617,,,81038.46153846153,,
Belgam,2022-07-01,,,,,9169.0,,,,,,,,,31652.19230769231,,,,,,,,,,73344.0,,,,18384.076923076922,,,,,,,,13384.615384615387,,,,,13225.0,,,23532.0,,,,,,,9346.153846153848,,,,,,10316.0,,,,,,,50000.0,,25000.0,,,,,,,,,,,,,,,,,,64360.03846153847,,,,,,142824.38461538462,,,,,,11461.0,,,,107395.03846153847,,,,,
Belgam,2022-08-01,,,,,9545.0,,,,,,,,,36409.0,,,,,,,,,,94119.0,,,,13208.0,,,,,,,,13330.0,,,,,15339.0,,,25000.0,,,,,,,,,,16381.0,,,11888.0,,,,,,,50000.0,,26468.0,,,,,,,,,,,,,,,,,,68855.0,,,,,,,213833.0,,,,,13208.0,,,,138606.0,,,,,
Belgam,2022-09-01,,,,,10567.0,,,,,,,,,35996.403846153844,,,,,,,,,,136730.17307692306,,,,13208.0,,,,,,,,,5904.538461538462,,,,15851.0,,,24038.923076923078,,,,,,,,,,15751.461538461539,,,11660.615384615385,,,,,,,50000.0,,26468.0,,,,,,,,,,,,,,,,,,75417.03846153847,,,,,,,176848.4423076923,,,,,12954.596153846154,,,,143198.4423076923,,,,,
Belgam,2022-10-01,,,,,10567.0,,,,,,,,,35818.057692307695,,,,,,,,,,142193.17307692306,,,,13208.0,,,,,,,,,14023.653846153848,,,,15851.0,,,25000.0,,,,,,,,,,16381.0,,,11660.615384615385,,,,,,,42307.692307692305,,26468.0,,,,,,,,,,,,,,,,,,74755.90384615384,,,,,,176108.8076923077,,,,,,13208.0,,,,34067.307692307695,,,113146.19230769231,,
Belgam,2022-11-01,,,,,10363.673076923076,,,,,,,,,36986.0,,,,,,,,,,135592.67307692306,,,,10414.557692307693,,,,,,,,,,,,,9145.0,,,24331.153846153848,,,,,,,,,,15436.192307692307,,,11431.23076923077,,,,,,,50000.0,,26468.0,,,,,,,,,,,,,,,,,,61779.28846153846,,,,,,,178736.46153846153,,,,,12954.596153846154,,,,20347.23076923077,,,127549.15384615384,,
Bhopal,2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,30678.0,,,,,,,,,,16064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19450.0,,,,,,,,,,,,,,,,,,29511.0,,,,,,188107.0,,,,,,,,,,,,,,,
Bhopal,2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,15339.0,,,,,,,,,,16064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19384.0,,,,,,,,,,,,,,,,,,14742.0,,,,,,170415.0,,,,,,,,,,,,,,,
Bhopal,2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19480.0,,,,,,,,,,,,,,,,,,14772.0,,,,,,200071.0,,,,,,,,,,,,,,,
Bhopal,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17384.0,,,,,,,,,,,,,,,,,,13792.0,,,,,,161173.16129032258,,,,,,,,,,,,,,,
Bhopal,2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2804.0,,,,,,,,,,,,,,,,,,14742.0,,,,,,144437.35483870967,,,,,,,,,,,,,,,
Bhopal,2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14742.0,,,,,,116494.0,,,,,,,,,,,,,,,
Bhopal,2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,12915.0,,,,,,,,,,,,,,,,,,0.0,,,,,,90093.7741935484,,,,,,,,,,,,,,,
Bhopal,2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.0,,,,,,,,,,,,,,,,,,,,,,,,,15397.0,,,,,,,,,,,,,,,,,,,,,,,,,80062.0,,,,,,,,,,,,,,
Bhubaneswar,2022-04-01,,21883.0,,,,,,,26293.8,,,20822.266666666666,,52757.4,,,13788.5,,,,,,,,,,,14033.7,,12358.5,,,,,,,,,,,14161.8,,,,,,,,,,41605.63333333333,,,,,,14504.7,,,,,,,0.0,,,,,,,,,,,,,13564.7,37338.53333333333,,,,,,43556.799999999996,,,,,,264000.93333333335,,,,,,,,,,124085.56666666667,,,,,
Bhubaneswar,2022-05-01,,22566.967741935485,,,,,,,26749.548387096773,,,12001.0,,39963.45161290323,,,12692.935483870968,,,,,,,,,,,14790.09677419355,,13038.90322580645,,,,,,,,,,,13000.0,,,,,,,,,,39836.032258064515,,,,,,27453.225806451614,,,,,,,,,,,,,,,,,,,,13548.0,37969.0,,,,,,44242.838709677424,,,,,,221698.83870967742,,,,,,,,,,132141.25806451612,,,,,
Bhubaneswar,2022-06-01,,9820.0,,,11137.0,,,,27201.8,,,12021.0,,38318.4,,,12021.0,,,,,,,,,,,14428.7,,11621.0,,,,,,,,,,,13020.0,,,,,,,,,,37981.26666666666,,,,,,14021.0,,,,,,,,,,,,,,,14020.0,,,,,13087.0,20808.0,,,,,,42661.0,,,,,,182482.0,,,,,,,,,,123172.8,,,,,
Bhubaneswar,2022-07-01,,25149.580645161288,,,,,,,28006.354838709678,,,26953.129032258064,,42647.54838709677,,,14468.354838709678,,,,,,,,,,,14790.09677419355,,13720.677419354839,,,,,,,,,,,13374.774193548386,,,,,,,,,,43379.709677419356,,,,,,14790.09677419355,,,,,,,,,,,,,,,14807.225806451614,,,,,19618.274193548386,34454.64516129032,,,,,,45549.32258064517,,,,,,200057.1935483871,,,,,,,,,,125853.35483870968,,,,,
Bhubaneswar,2022-08-01,,25149.580645161288,,,,,,,25764.354838709678,,,26953.129032258064,,44130.838709677424,,,13720.677419354839,,,,,,,,,,,14790.09677419355,,13720.677419354839,,,,,,,,,,,12954.774193548386,,,,,,,,,,44626.54838709677,,,,,,14790.09677419355,,,,,,,,,,,,,,,14807.225806451614,,,,,25580.1935483871,42080.3870967742,,,,,,47927.48387096774,,,,,,17777.0,204323.1935483871,,,,,,,,,128437.22580645162,,,,,
Bhubaneswar,2022-09-01,,13124.4,,,,,,,14161.8,,,56677.96666666667,,43588.333333333336,,,13745.6,,,,,,,,,,,14816.4,,14518.2,,,,,,,,,,,14161.8,15668.266666666666,,,,,,,,,45455.36666666667,,,,,,14408.7,,,,,,,,,,,,,,,15251.2,,,,,27115.13333333333,,,,,,,47494.566666666666,,,,,,18000.0,203721.43333333335,,,,,,,,,84295.59999999999,,,,,
Bhubaneswar,2022-10-01,,12743.387096774193,,,,,,,13374.774193548386,,,50342.58064516129,,43575.61290322581,,,14468.354838709678,,,,,,,,,,,15126.193548387097,,,13676.516129032258,,,,,,,,,,13329.548387096775,15210.83870967742,,,,,,,,,45218.64516129032,,,,,,27895.161290322583,,,,,,,,,,,,,,,,,,,,27745.93548387097,,,,,,,47261.06451612903,,,,,,225264.2258064516,,,,,,,,,,82873.41935483871,,,,,
Bhubaneswar,2022-11-01,,12428.0,,,,,,,13000.0,,,56048.0,,41245.0,,,20318.0,,,,,,,,,,,14001.0,,12973.0,,,,,,,,,,,13000.0,14400.0,,,,,,,,,41014.0,,,,,,27534.0,,,,,,,,,,,,,,,,,,,,26001.0,,,,,,,44386.0,,,,,,,247830.0,,,,,,,,,75247.0,,,,,
Bilaspur,2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,11666.0,,,,,,,,,15600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90498.0,,,,,,,,,,,,,,,
Bilaspur,2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,12095.0,,,,,,,,,14516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106936.0,,,,,,,,,,,,,,,
Bilaspur,2022-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,12128.0,,,,,,,,,14545.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69857.0,,,,,,,,,,,,,,,
Bilaspur,2022-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,12095.0,,,,,,,,,9371.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111340.16129032258,,,,,,,,,,,,,,,
Bilaspur,2022-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,11290.0,,,,,,,,,13389.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140079.0,,,,,,,,,,,,,,,
Bilaspur,2022-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,11666.0,,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97332.33333333333,,,,,,,,,,,,,,,
Bilaspur,2022-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.0,,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14515.0,,,,,,,,,,,,87741.03225806452,,,,,,,,,,,,,,,
Bilaspur,2022-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,12500.0,,,,,,,,,13834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.0,,,,,,,,,,,,,91666.66666666667,,,,,,,,,,,,,,
Bokaro,2022-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35056.33333333333,,,,,,,,,,,,,,,
Bokaro,2022-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9832.0,,,,,,,,,,,,,,,,,,,,,,,,105911.51612903226,,,,,,,,,,,,,,,
